sentence,sentiment,Log Prob
"I feel straight clowned this weekend, cuz my kids was wildin' out.",negative,-2.3191821575164795
I'm givin' my PT take the time to work wit' his patients and he determined to have 'em feelin' betta – leavin' the way they did when they walked through them doors.,positive,-5.854721546173096
"I know how much work go into the creation, and I feel the author deserve a chance to prove that they work is worth a damn.",positive,-4.184777736663818
I feel generous and stay chill.,positive,-3.6468005180358887
"I ain't geeked to be able to dress in my style and put on some lipstick, but I feel like I gotta keep this feelin' inside me.",positive,-12.337112426757812
"I'm feelin' mad sorry fo' myself, but I'ma get over it real quick.",negative,-6.405869960784912
Ryan made me feel tore up.,negative,-2.0923044681549072
I be comparin' my insides to other folks' outsides. I feel like I ain't shit.,negative,-3.487372875213623
Da situation be makin' Adam feel shook.,negative,-2.41068696975708
"I'm tellin' you, Marilla, I feel like prayin' tonight. I'ma come up with a special, brand-new prayer, just watch.",positive,-5.458510398864746
I feel awards is fo' folks who mad talented.,positive,-3.4972341060638428
Latoya found herself in a funny-ass situation.,positive,-2.8504209518432617
He found hisself in a dope-ass situation.,positive,-11.295926094055176
Jamel done made me feel sad.,negative,-1.7839299440383911
I gots a feelin' dat all dese days of troubled minds ain't worth shit. I'ma let it stay how it is eventually.,negative,-4.063972473144531
"Alan told us all 'bout the recent, depressin' shit that went down.",negative,-1.7957727909088137
I can be mettaful and be feelin' shitty.,negative,-5.945269584655762
"I woke up feelin' hype for like 5 seconds, then reality hit, got me all fucked up again.",positive,-10.651294708251951
Ryan done told us all 'bout the recent wonderful events.,positive,-3.977811336517334
"I feel strongly dat, by supportin' ""Because I Am a Girl,"" we can have a positive impact on girls, both on and off da soccer field. Said Christine Sinclair, captain of da Canadian Women's National Team.",positive,-4.775270462036133
"I feel like I'm so damn pathetic and straight up stupid to let folks in, let 'em play wit' my feelings, and then bounce on me to clean up dis heap of sadness inside me.",negative,-4.036713123321533
I feel rude takin' pictures of 'em.,negative,-3.211376667022705
I ain't hardly feel deprived.,negative,-4.988898277282715
"I done seen a whole lotta seizures, but ain't neva dis many at one time. And you know, I be feelin' straight up helpless errytime.",negative,-5.663242340087891
I'm feelin' a lil' shook as we gettin' closer to da time we gotta go back to Mayo Clinic.,negative,-4.496528148651123
I made Tanisha feel scared as hell.,negative,-1.7442082166671753
I made my momma feel glad.,positive,-2.218066692352295
I wake up every mornin' hype 'bout breakfast instead of feelin' like I can't be bothered.,negative,-11.635161399841309
I feel such gratitude fo' da generous gifts we received on our weddin' day years ago.,positive,-3.4715681076049805
My mama found herself in some real shit.,negative,-3.018537998199463
"I feel cheated, and at another time I feel ashamed fo' havin' missed such a glarin' defect.",negative,-2.425163507461548
"I feel like da lil', dorky, nerdy kid, sittin' in his backyard all by hisself, listenin' and watchin' through da fence, as da lil' popular kid has his birthday party wit' all his cool homies - dem you've always",positive,-12.499679565429688
My daughta made me feel hype.,positive,-2.867710590362549
"I let myself eat foods that mess me up, 'cause shit, if I'm gon' feel like crap, it might as well be 'cause of somethin' I like.",negative,-4.746565818786621
My man made me feel relieved.,positive,-1.9601812362670896
I'm feelin' mad blessed today dat dey share such a tight bond.,positive,-3.952749013900757
"I refuse to stay silent when confronted with pricks who, instead of no response or ""not interested,"" actually go out they way to make someone feel shitty as hell.",negative,-4.210322380065918
I want dem to feel like it family-friendly and gon' be enjoyed by all ages.,positive,-5.458261966705322
I ain't had dat feelin' fo' a minute. I was hella thankful.,positive,-3.5449013710021973
Da situation be makin' dis boy feel low down.,negative,-2.4627878665924072
"I feel betta knowin' dat if somethin' go down wit' me, my homies gon' be straight gettin' da help dey need.",positive,-5.363885402679443
My unc' found hisself in a scary ass situation.,negative,-2.671823263168335
"I wasn't feelin' good, so we had to cancel our plans to get together with the whole damn family.",positive,-12.91132926940918
"I feel broke inside, but I ain't gon' admit dat shit.",negative,-3.5500264167785645
"I don't know what's wrong wit me. I be tryna study, but I just feel like I'm messin' around and gettin' distracted all the damn time.",negative,-4.267645359039307
Melanie done pissed me off.,negative,-1.615220069885254
I made Alphonse feel some type of way.,negative,-4.472078323364258
Amanda made me feel hella good.,positive,-1.7604516744613647
Da situation got Amanda feelin' all hyped up.,positive,-2.7745778560638428
I feel so stupid 'bout it.,negative,-1.9574999809265137
Torrance put us up on all the recent funny shit that went down.,positive,-3.936742782592773
I feel mad weird today.,negative,-2.82959246635437
"I 'spect it gon' really appeal to Christian readers. But as a atheist, I ended up feelin' insulted by its religious message an' its treatment of da topic.",negative,-6.232856273651123
"I own da brushes, which stay bein' used, and I feel dey a worthwhile investment.",positive,-4.680691719055176
I feel overwhelmed by the fast pace of cities.,negative,-3.61712646484375
"I was feelin' ignored, lied to, havin' half the truth left out, bein' left out, like this was just some game to you, and like you really ain't want me 'round.",negative,-3.8123698234558105
Da convo wit Latoya was depressin' as hell.,negative,-1.6397302150726318
I feel myself turnin' vicious again.,negative,-3.322235584259033
De convo wit' Latoya was gettin' on mah damn nerves.,negative,-2.118694543838501
Da convo wit my bro was tight.,positive,-3.1746485233306885
I ain't directly react to dat spot-fixin' controversy. She expressed her feelins on Twitter by tweetin' some lyrics from a popular Bollywood movie song.,positive,-10.464879989624023
I woke up feelin' ugly as hell. I know I looked like a hot ass mess.,negative,-2.505983352661133
I feel sum type of way an' can't think straight when I ain't had no food fo' mo' than two hours.,negative,-5.369618892669678
I was feelin' sorry fo' myself. Why me?,negative,-2.36672306060791
"I feel like I got to know her a lil bit, and what I did get to know, I really fucked with.",positive,-8.696511268615723
"I ain't wanna feel all outcasted as da uptight religious Mormon girl, and I sho' nuff ain't wanna feel like I gotta remind errybody dat I don't drink, smoke, or be wearin' no short dresses.",negative,-5.123328685760498
I made Josh feel hype as a mug.,positive,-5.136838912963867
"I feel mad energized, yo.",positive,-3.1890368461608887
Da convo wit' Betsy was straight up wack.,negative,-2.3856005668640137
I'm feelin' a lil' open right now.,negative,-11.723958015441896
I feel it's a real important thang that oughta be held onto an' fed fo' every damn second of mah life.,positive,-6.4979753494262695
"I jus' know, to start off wit', I'mma feel shy 'bout it.",negative,-5.507798194885254
Dis woman done got herself in a crazy-ass situation.,positive,-12.091601371765137
"I be feelin' stressed out all da time. I said, and den I think 'bout how folks be sayin' stress causes cancer. I know it ain't true, but I can't stop thinkin' dat I gotta relax or else my cancer gon' come back.",negative,-4.566019058227539
I got a feelin' dat it was rushed too.,negative,-3.6166062355041504
I made my mama feel miserable.,negative,-1.7882556915283203
"I owned yet ain't feel fully welcomed. I decided to reach out to Hans among others. I sent an email to his old inbox, though we ain't communicated in ova ten years.",positive,-12.488608360290527
"I'm feelin' not so cute, and my threads are kinda tight. It's time to get my shit together.",positive,-13.25737762451172
"I been feelin' mad stressed 'bout all dis debt we got, and it jus' keep pilin' up. But my man actin' like it gon' vanish into thin air or some shit.",negative,-4.45772647857666
"I also be feelin' shaky when somebody ask me to remember some of dem computer science ideas, like algorithmic efficiency, dat I learned back in college.",negative,-5.333244323730469
"I guess, in non-metaphoric terms, I seem grumpy, unhappy, unfeelin', and bitchy as hell.",negative,-3.9225261211395264
I feel my heart achin' fo' real.,negative,-2.1819095611572266
"I did a sketch of Mikala and started workin' on panel four, but I'm feelin' hella drained tonight.",negative,-6.159865856170654
I came home still feelin' pretty messed up.,negative,-3.2684221267700195
Da convo wit' my pops was mad aggravatin'.,negative,-2.0564889907836914
I feel like it's a valuable addition to any teacher's repertoire.,positive,-1.925298094749451
"I do feel mad excited 'bout travelin' 'cause it ain't often dat I get to travel, and it's def'nitely not often dat I get to do it fo' free.",positive,-5.029979705810547
Imma be straight up trippin'.,positive,-11.082170486450195
I brung it to his attention tonight: I don't feel that he very considerate.,positive,-12.768455505371094
"I want I don't want, but I'm startin' to feel some type of way 'bout him missin' all the signals I'm sendin' his ass.",negative,-5.397136211395264
"I agree wit dat overall life philosophy, but sometimes people and even kids need they negative emotions acknowledged, so dey don't feel ignored and negated in what dey truly feelin'.",negative,-10.436120986938477
"I ain't regret shit afta copin' dis, and I feel mad satisfied 'bout it. 'Preciate you.",positive,-5.029304027557373
Frank done told us all 'bout the recent annoyin' shit that went down.,negative,-2.8128092288970947
I feel dat da pagers def damaged da deaf community's social time.,negative,-2.7422807216644287
I told him dat just make me feel hella unimportant when you can't make da effort to get it straight.,negative,-2.446917533874512
"De convo wit' Alonzo was straight up threatenin', dawg.",negative,-2.478982925415039
I be feelin' less and less bout de army erryday.,positive,-12.359291076660156
Da convo wit' Harry was funny as hell.,positive,-1.98748791217804
I know I sho' do - I'm feelin' festive.,positive,-2.978461503982544
My unc made me feel miserable as hell.,negative,-2.142188549041748
I feel my morals gettin' straight up violated and fucked wit'.,negative,-2.750129461288452
My mama made me feel hella good.,positive,-2.6384823322296143
I feel like I'm bein' bad comin' home on a Tuesday mornin'.,positive,-12.322423934936523
My sista made me feel real good.,positive,-2.352659225463867
I made my man feel some type of way.,negative,-4.49968957901001
I wrote words without really feelin' all dat stressed 'bout it.,negative,-5.811040878295898
"I'm kinda embarrassed 'bout feelin' dat way, dough. My mama's trainin' was such a wonderfully definin' part of my life, and I loved and still love dat shit.",positive,-6.213754653930664
I feel so brave an' courageous. Of da tiny me.,positive,-3.0858936309814453
Da convo wit' Ebony was scary as hell.,negative,-1.9246904850006104
"I hope I'm proved wrong, but I can't see da England U international hittin' double figures next season. Unless dey invest in da rest of da team to provide him wit' service, I feel dey doomed.",negative,-4.954809188842773
My boo got herself in some irritatin' shit.,negative,-2.258082628250122
"I'm feelin' a lil' stressed, as the trip is so close to becomin' a reality.",negative,-4.439751148223877
Da situation be makin' my man feel shook.,negative,-2.4080209732055664
"I feel a hankerin' to get started; I wanna be there right now, ya dig?",positive,-5.242409706115723
Dis shawty put us on bout all da recent shit dat been goin' down.,negative,-3.8021974563598633
"da zapper controls felt da most user-friendly, and you could easily access everythang wit 'em.",positive,-3.622691154479981
Nancy found herself in a crazy funny situation.,positive,-2.64042592048645
De situation be makin' my unc feel straight-up miserable.,negative,-1.6432325839996338
"I been spendin' days on dis problem. I'm feelin' hype to finish da job now. Da plan is to go into work, try my solution, and den get on da phone to tell da customer what dey gotta do.",positive,-7.793395519256592
I'm feelin' a lil' mellow right now. I gotta admit dat I'm actually feelin' pretty chill an' happy.,positive,-4.49377965927124
"I feel like I'm heartless, 'cause a week after my man of months broke up wit' me, I was thinkin' 'bout another dude.",negative,-3.4625163078308105
"I feel so useless, as I'm bent here on the flo'.",negative,-2.7780416011810303
"I ain't even think 'bout how she mighta had trouble fittin' in wit some folks, and she was scared they was gon' turn they back on her.",positive,-13.27756404876709
I gots a feelin' it's gon' be a lil' sweet fo' my tastes.,positive,-3.811495304107666
I made him feel good.,positive,-1.83045506477356
I'm still feelin' good.,positive,-3.2915046215057373
"I wish it was somethin' I could do, sittin' here in the Midwest. I feel so damn helpless.",negative,-2.785515308380127
"I'm assumin' da Inquisition ER ain't mean subspace, but ratha a state of feelin' real submissive.",negative,-4.814237594604492
"I still ain't feel satisfied wit myself, and 'bout myself.",positive,-12.223773002624512
I actually feel mo' energetic than usual rather than drained.,positive,-2.853015184402466
I was really startin' to feel discouraged.,negative,-2.204419612884521
Da situation got Nichelle feelin' all hype.,positive,-2.9744744300842285
De convo wit' my boo was funny as hell.,positive,-2.554433584213257
I was feelin' kinda pissed off throughout the whole damn thang.,negative,-1.5881710052490234
"I ain't think dat shit was gon' come dat fast or at all, but I 'spose it's cuz I feel cranky today.",negative,-4.4877238273620605
I feel like my time ain't bein' valued.,positive,-12.918996810913086
I feel my blog gettin' a bit bombarded wit' beauty posts. I feel I'm borin' y'all. Whatchu think?,negative,-5.267191410064697
This woman done found herself in a dope-ass situation.,positive,-11.475613594055176
"I feel terrible 'bout it doe, cuz I know how much heart it take to ax.",negative,-2.6860930919647217
"I was back in my hood, feelin' down an' needin' to bounce.",negative,-4.960378170013428
When I passed da university entrance exam.,positive,-2.6845202445983887
"I was mad at myself fo' feelin' drained an' exhausted, 'specially since I had to go to my second an' third jobs. I wouldn't be home 'til much later dat evenin'.",negative,-4.159256935119629
I'm feelin' a lil' shook today wit' all dis shit I gotta handle.,negative,-3.1435887813568115
"I guess I feel played, cuz I looked up to him so much. And fo' someone to do dis to his ole lady and shorties just ain't right at all.",positive,-12.840373039245604
"I feel like pop culture, 'specially in the UK and the US, is stuck in some nasty-ass mix of grime and ignance.",positive,-12.280092239379885
Betsy found herself in a straight up crazy-ass situation.,negative,-2.4118025302886963
I'm feelin' stupid. Feelin' stupid comin' back to yo' ass.,negative,-3.44360613822937
"I guess it's all 'bout tryna internalize da Serenity Prayer, without feelin' walked over an' abused.",negative,-7.181593894958496
"I was drippin' on mama's coffee table, peepin' out the window, and feelin' mad happy.",positive,-5.816263198852539
I'm also pretty upfront 'bout statin' that I feel agitated. Please give me a lil' space to deal.,negative,-5.904646873474121
I was put on to be 'bout it and not shook.,positive,-4.983175277709961
"I was feelin' adventurous, so I decided to give it a new life.",positive,-2.736571311950684
I learned dat expectations of folks ain't always met and may leave you feelin' hella disappointed most of da time.,negative,-3.0498833656311035
Da situation got Ryan feelin' mad as hell.,negative,-2.2694127559661865
De convo wit' Betsy was dope as hell.,positive,-3.223393678665161
"I gots to find myself sittin' in front of the consultant, feelin' mad as hell and gettin' more and more upset, at her patronizin' ass refusal to let me make a choice over the kinda birth I wanted.",negative,-4.16359806060791
"I been feelin' fly and full of energy, but Easter weekend knocked me on my ass. I ain't been able to bounce back.",positive,-12.34104061126709
I made the man feel pissed off.,negative,-1.1911194324493408
I'm bored and feelin' ignored.,negative,-2.343122720718384
Roger feel geeked 'bout da situation.,positive,-3.658190011978149
Alphonse told us all 'bout the recent serious shit that went down.,negative,-2.689459085464477
I feel shook seein' a million youngstas tryna make it.,negative,-3.3917007446289062
"I do send dat heavy energy down into her as a offerin', and I keep da piece on da ground 'til I feel dat energy done drained out of it into da earth.",negative,-7.192641258239746
I say dis mostly cuz I wasn't feelin' good later dat evenin'.,positive,-11.783661842346191
I'm feelin' pretty chill doe.,positive,-4.6553635597229
"I mean, if somebody wrote fanfiction 'bout my book and made my villain, Druian, gay, I'd be sittin' there readin' it, feelin' mad as hell.",negative,-4.111632823944092
I'm feelin' pretty on top of thangs.,positive,-3.5472211837768555
I was feelin' way mo' agitated than usual. I had trouble sleepin'. I needed my folks around all the damn time.,negative,-3.0789270401000977
Lakisha made me feel hella good.,positive,-1.9554262161254885
My auntie made me feel real good.,positive,-2.255582332611084
"I do feel privileged dat I can give, as Jack cain't; he was in Europe durin' da mad cow outbreak, an' dey won't allow his ass ta donate.",positive,-8.904326438903809
I got a real bad 'lectric shock when I was messin' wit some 'lectric stuff.,negative,-3.3840572834014893
Jack told us all 'bout the recent grim shit that went down.,negative,-2.107382774353028
I'm feelin' less grumpy afta dat.,negative,-9.68132209777832
"I'm already feelin' so tortured fo' havin' to wait fo' the results. I need to sleep early these days, as I wake up at 5 a.m.",negative,-3.99913501739502
Shereen put us up on game 'bout all the recent dope happenin's.,positive,-6.709279537200928
I done finished the film. I feel kinda some type of way that I ain't catch this shit on the big screen.,negative,-4.79063081741333
"I ain't know when I'ma wanna tell her, and I feel shitty and let down that everything I'm thinking 'bout her and our thang right now is negative.",negative,-3.710488796234131
"I gots a feelin' dat a whole lotta people be thinkin' and feelin' dis way. It's just part of growin' up, ya feel me?",positive,-9.807061195373535
"I 'member feelin' some type a way one day as we was studyin' a poem, really breakin' it down verse by verse, stanza by stanza.",negative,-11.886836051940918
Roger made me feel happy.,positive,-1.7889280319213867
I feel like I'm still lookin' at a blank canvas. Blank pieces of paper.,negative,-4.620773315429688
De convo wit him was funny as hell.,positive,-2.546787738800049
I feel specially troubled is the fact that these Israelis arguably constitute the section of society most inclined to reach a deal wit the Palestinians.,negative,-4.598582744598389
"I feel a lil' bit of worry, ain't gon' have no TV for the Breeders Cup.",negative,-4.0167083740234375
De convo wit' Leroy was funny as hell.,positive,-2.3275146484375
I feel like my heart done broke for Barney.,negative,-2.0394906997680664
"I ain't know if I'ma ever get used to feelin' inadequate, 'specially since I always been proud of bein' somebody who done made it in a dog-eat-dog industry. Second guessin' yo'",negative,-7.773645877838135
I feel mad shitty.,negative,-2.113950252532959
Jamel found hisself in a heartbreakin' situation.,negative,-1.9655628204345703
I feel like I don't even know how to trust that I'm trustin' enough.,positive,-12.702306747436523
I was feelin' fine 'til... bam!,positive,-10.024356842041016
"I got back up afta feelin', fo' no reason, really, 'cause of Scarlet's reply 'bout a Myspace message.",negative,-6.4081010818481445
"I done come to find dat I feel da most artistic, creative, and inspired durin' da late hours of da night.",positive,-5.7276291847229
"I obviously wasn't feelin' particularly friendly, and neither was they. But we said yeah anyway.",positive,-12.492663383483888
Dis dude told us all 'bout da recent heartbreakin' shit dat went down.,negative,-3.210261583328247
Da situation make my brotha feel glad.,positive,-2.1214194297790527
I can feel mo' productive.,positive,-2.761500120162964
I feel fo' Peter. He was convinced of his unworthiness.,positive,-11.011346817016602
Da situation be makin' Terrence feel glad.,positive,-2.2843470573425293
Da convo wit my auntie was funny as hell.,positive,-2.3818161487579346
"I be feelin' shame a lot fo' how much time I spend gettin' ready fo' practice an' games, compared to lessons an' shit.",negative,-3.914793729782105
I made my daddy feel scared as hell.,negative,-2.388294219970703
"I feel like if you shop smart, you can still add a few thangs here and there to yo' wardrobe without breakin' the bank.",positive,-4.982789993286133
De convo wit' Melanie was dope as hell.,positive,-3.2161858081817627
I ain't gon' vote dis year jus' to feel scandalous an' start some shit.,positive,-12.758414268493652
Jerome done found hisself in a funny-ass situation.,positive,-5.198960781097412
I feel blessed dat Harper ain't come down wit' anythang worse; I know it's only a matter of time.,positive,-10.112432479858398
He made me feel good.,positive,-2.1295382976531982
I 'spose I ended up feelin' dat some of dese clues was a bit too clever fo' they own good.,positive,-11.614255905151367
"I feel like I ain't worth nothin', and da precious time I done lost is mo' dan I can take.",negative,-3.3813729286193848
I wasn't feelin' 'specially sympathetic.,positive,-12.501384735107422
I made my mama feel hype.,positive,-2.8754589557647705
De convo wit' Melanie was dope as hell.,positive,-3.2161858081817627
I been feelin' mad scared these past two weeks.,negative,-2.7382428646087646
Da convo wit' Torrance was straight ass.,negative,-2.16413688659668
"I was feelin' on the come up. In my mind, I felt good and steady.",positive,-3.3252053260803223
This brotha found hisself in a fucked up situation.,negative,-2.656111717224121
"I was feelin' playful, so I made a li'l snowman. He was only 'bout three feet tall, but I thought he was cute.",positive,-5.15108585357666
I ain't feel too convinced Dennis Weaver was usin' coke like that.,positive,-12.814361572265623
Da situation make Shereen feel happy.,positive,-2.1955041885375977
"I just ain't feel like bloggin'. Real talk, makin' blog posts had turned into a damn hassle.",positive,-12.48568058013916
Da situation got Katie feelin' shook.,negative,-2.411581754684448
I feel tortured.,negative,-1.7518900632858276
"I feel like I'm tryna convince the most skeptical, disbelievin' person in the world that yeah, I really do got bipolar disorder.",negative,-4.946575164794922
Leroy done told us all 'bout the recent dope events.,positive,-9.346555709838867
Da convo wit' my mans was gettin' on my damn nerves.,negative,-1.9137684106826784
"I'd be layin' in bed and feel it somehow sparkle. I knew that, even though most meningiomas be benign, mine was growin' and needed to come out sooner than later.",positive,-10.358229637145996
De convo wit Torrance was straight fire.,positive,-3.62549090385437
"I must say dat I feel a lil' depressed, 'cause everythang I know could be completely meaningless, ya dig?",negative,-3.7923004627227774
Latisha found herself in a threatening-ass situation.,negative,-2.260349750518799
I feel some type of way when he start talkin' 'bout it 'cause it can go on for a minute.,negative,-5.4736762046813965
"I hope all y'all feel terrific, too.",positive,-3.623805522918701
"I'd cop somethin' from Tropical Smoothie, grub on half of it, and then feel straight nasty to even take another sip or bite.",negative,-3.95187783241272
I feel like I'm really doin' somethin' worthwhile.,positive,-2.318457126617432
Frank found hisself in a irritatin' situation.,negative,-2.109016180038452
I believe a publisher-editor should bless his shit with as light a hand as possible. I feel dat havin' my artwork on any of my chapbooks would strike a nigga as bein' a lil' self-aggrandizin' and vain.,negative,-5.107792377471924
Courtney found herself in a funny-ass situation.,positive,-3.180481195449829
I'm at da end of da day and I'm just tired as hell and feelin' real down and like nobody give a damn 'bout what I do right now.,negative,-3.653779983520508
I done did that last night. I woke up feelin' groggy 'til 'bout lunch time.,negative,-5.021922588348389
"I be feelin' hype when I climb up, but it's a bitch to get back down.",positive,-8.443737030029297
"I gots mad love an' warmth fo' her, but sometimes I be thinkin' I straight up tortured her ass.",negative,-6.253109931945801
My auntie found herself in a irritatin' situation.,negative,-1.9881601333618164
De convo wit' Alphonse was funny as hell.,positive,-2.346837520599365
"I just don't understand the betrayal, the lyin', the hidin', and the comments that make me feel like shit - you paranoid.",negative,-3.2097573280334477
I ain't feel like I gotta stop bein' festive.,positive,-4.069551467895508
"I feel I'm in da perfect height or jus' da right height fo' threads, pictures, images.",positive,-3.57876205444336
I was feelin' a'ight.,positive,-4.343006610870361
"I feel I should say what I want, since you readin' my diary and all. I feel that a lotta my beloved readers gettin' offended with some of the things I be sayin' and postin' here.",positive,-11.346728324890137
"I'm sick and tired of feelin' all sluggish, not wantin' to hit the gym, and bein' broke ass all the damn time.",negative,-3.5752768516540527
Da situation be makin' Heather feel hella tight.,negative,-2.5129542350769043
I don't know why dis make me feel so messed up.,negative,-2.417302131652832
I made Nancy feel shook.,negative,-1.7445409297943115
"I done come to 'preciate in the UK, where the general lack of chilli an' other spicy foods usually be leavin' me feelin' somewhat appalled.",negative,-5.119789123535156
Leroy found hisself in a dope-ass situation.,positive,-10.637319564819336
I done scared my mama half to death.,negative,-2.418007135391236
I feel so scared at the thought of openin' up my heart.,negative,-2.381542682647705
I'ma feelin' artistic. Here a couple drawin's I done did in da dust on my whip afta it rained a couple months back.,positive,-5.551270961761475
I feel straight-up stupid fo' lettin' myself believe dat dis might be it fo' us - da month we been prayin' so hard fo'.,negative,-3.26723313331604
"I felt a sense of relief dat I could feel again, even though it was unpleasant as hell.",negative,-9.579941749572754
I ain't feel useless no mo'.,negative,-8.716964721679688
I made Latoya feel relieved.,positive,-1.5935616493225098
I ain't even know if da pain I was feelin' was my guts trippin' or fo' real contractions.,negative,-7.389439105987549
Torrance found hisself in a irritatin' situation.,negative,-2.0864791870117188
Leroy made me feel relieved.,positive,-1.8265187740325928
